Row ID,Order ID,Order Date,Ship Date,Customer ID,Product ID,Segment,Ship Mode,Discount,Postal Code,Profit,Quantity,Sales
6663,ORD06663,08-09-2024,11-09-2024,CUST0198,PROD177,Corporate,Second Class,0.47,395001,203.95,9,465.02
6664,ORD06664,31-01-2024,06-02-2024,CUST0150,PROD738,Home Office,First Class,0.18,500001,174.12,2,263.1
6665,ORD06665,02-08-2023,04-08-2023,CUST0553,PROD383,Home Office,Second Class,0.09,695001,48.91,2,981.69
6666,ORD06666,12-09-2021,18-09-2021,CUST0410,PROD229,Corporate,Same Day,0.16,700001,214.04,7,2741.39
6667,ORD06667,10-04-2022,16-04-2022,CUST0780,PROD352,Consumer,Second Class,0.32,751001,391.24,2,369.19
6668,ORD06668,02-08-2023,05-08-2023,CUST0738,PROD288,Home Office,Second Class,0.35,560001,442.59,1,481.54
6669,ORD06669,28-10-2024,02-11-2024,CUST0295,PROD919,Consumer,First Class,0.03,400001,136.93,3,721.99
6670,ORD06670,06-11-2024,13-11-2024,CUST0326,PROD904,Home Office,First Class,0.26,110001,320.07,2,148.64
6671,ORD06671,30-01-2022,31-01-2022,CUST0239,PROD865,Home Office,Standard Class,0.24,695001,352.32,6,852.84
6672,ORD06672,07-04-2021,14-04-2021,CUST0591,PROD865,Consumer,First Class,0.13,395001,309.1,7,3010.41
6673,ORD06673,08-08-2023,10-08-2023,CUST0178,PROD221,Consumer,First Class,0.01,110001,309.93,1,237.99
6674,ORD06674,20-10-2024,21-10-2024,CUST0720,PROD255,Corporate,First Class,0.01,700001,235.87,5,2324.65
6675,ORD06675,13-01-2022,19-01-2022,CUST0314,PROD858,Consumer,Second Class,0.29,781001,133.5,5,164.3
6676,ORD06676,24-06-2023,26-06-2023,CUST0266,PROD116,Corporate,Same Day,0.15,700001,61.89,6,2897.77
6677,ORD06677,18-03-2021,23-03-2021,CUST0084,PROD351,Corporate,Standard Class,0.1,226001,233.06,4,1915.49
6678,ORD06678,26-09-2023,29-09-2023,CUST0174,PROD548,Home Office,Same Day,0.45,400001,461.71,8,524.78
6679,ORD06679,23-09-2021,30-09-2021,CUST0580,PROD511,Home Office,Second Class,0.12,700001,417.04,4,1103.45
6680,ORD06680,09-01-2021,13-01-2021,CUST0129,PROD552,Home Office,Same Day,0.24,380001,410.74,6,2178.16
6681,ORD06681,29-09-2024,01-10-2024,CUST0506,PROD937,Corporate,Same Day,0.31,800001,229.85,8,1399.36
6682,ORD06682,10-07-2024,16-07-2024,CUST0297,PROD365,Home Office,First Class,0.06,695001,98.54,8,3838.66
6683,ORD06683,27-06-2022,02-07-2022,CUST0628,PROD421,Corporate,Second Class,0.2,781001,303.26,6,2350.78
6684,ORD06684,22-09-2024,24-09-2024,CUST0663,PROD826,Consumer,Second Class,0.4,695001,318.4,1,269.07
6685,ORD06685,08-02-2022,12-02-2022,CUST0703,PROD632,Corporate,First Class,0.41,160001,170.21,2,22.24
6686,ORD06686,05-10-2024,09-10-2024,CUST0229,PROD235,Consumer,Second Class,0.13,600001,377.15,2,506.15
6687,ORD06687,09-03-2023,13-03-2023,CUST0601,PROD494,Consumer,Second Class,0.08,440001,134.04,8,975.85
6688,ORD06688,11-02-2022,14-02-2022,CUST0202,PROD471,Consumer,Second Class,0.01,695001,4.67,4,1987.39
6689,ORD06689,13-08-2023,17-08-2023,CUST0189,PROD389,Home Office,Same Day,0.22,462001,147.57,8,3258.2
6690,ORD06690,19-01-2024,20-01-2024,CUST0532,PROD276,Corporate,Standard Class,0.43,700001,490.12,1,413.54
6691,ORD06691,08-09-2023,11-09-2023,CUST0202,PROD579,Corporate,Same Day,0.41,440001,107.72,3,77.54
6692,ORD06692,25-02-2024,26-02-2024,CUST0325,PROD991,Consumer,First Class,0.29,530001,237.67,7,685.12
6693,ORD06693,08-10-2023,11-10-2023,CUST0509,PROD626,Corporate,Standard Class,0.12,302001,168.39,4,1885.21
6694,ORD06694,12-06-2024,18-06-2024,CUST0497,PROD512,Home Office,Standard Class,0.33,452001,-43.1,9,1517.1
6695,ORD06695,13-03-2022,20-03-2022,CUST0644,PROD214,Consumer,Same Day,0.43,411001,342.3,7,893.15
6696,ORD06696,03-08-2024,09-08-2024,CUST0445,PROD897,Consumer,Standard Class,0.38,781001,332.04,3,704.77
6697,ORD06697,25-12-2021,29-12-2021,CUST0543,PROD142,Corporate,First Class,0.28,110001,299.59,4,732.41
6698,ORD06698,26-01-2021,31-01-2021,CUST0679,PROD520,Home Office,Same Day,0.29,411001,260.62,6,2760.2
6699,ORD06699,22-02-2024,23-02-2024,CUST0181,PROD913,Consumer,Standard Class,0.35,462001,354.7,6,1771.92
6700,ORD06700,22-06-2023,29-06-2023,CUST0007,PROD334,Home Office,Same Day,0.35,400001,235.54,4,545.89
6701,ORD06701,10-09-2024,13-09-2024,CUST0268,PROD723,Home Office,First Class,0.01,160001,282.35,1,35.32
6702,ORD06702,14-10-2024,19-10-2024,CUST0486,PROD432,Consumer,First Class,0.11,411001,187.52,8,616.38
6703,ORD06703,02-03-2023,09-03-2023,CUST0002,PROD760,Corporate,Standard Class,0.05,395001,416.61,8,3598.22
6704,ORD06704,05-08-2021,08-08-2021,CUST0303,PROD406,Home Office,Standard Class,0.41,800001,410.39,8,861.41
6705,ORD06705,20-09-2022,25-09-2022,CUST0047,PROD555,Consumer,Standard Class,0.36,226001,146.45,2,535.77
6706,ORD06706,21-10-2021,28-10-2021,CUST0604,PROD517,Consumer,Same Day,0.28,302001,385.32,8,579.13
6707,ORD06707,23-08-2024,29-08-2024,CUST0493,PROD979,Home Office,First Class,0.31,800001,348.12,7,1502.5
6708,ORD06708,05-11-2024,12-11-2024,CUST0481,PROD683,Consumer,First Class,0.28,500001,382.48,7,153.33
6709,ORD06709,11-02-2023,16-02-2023,CUST0795,PROD213,Consumer,Same Day,0.24,400001,240.75,9,511.2
6710,ORD06710,01-03-2024,08-03-2024,CUST0328,PROD949,Home Office,Same Day,0.39,800001,205.19,5,1893.05
6711,ORD06711,10-03-2023,11-03-2023,CUST0257,PROD765,Home Office,Second Class,0.47,751001,276.36,3,890.32
6712,ORD06712,26-11-2021,03-12-2021,CUST0156,PROD853,Corporate,First Class,0.3,600001,8.2,8,3561.23
6713,ORD06713,14-12-2021,16-12-2021,CUST0511,PROD522,Home Office,First Class,0.22,781001,-39.69,5,2220.81
6714,ORD06714,13-01-2022,20-01-2022,CUST0026,PROD743,Home Office,First Class,0.25,700001,363.59,5,717.84
6715,ORD06715,12-01-2022,18-01-2022,CUST0758,PROD875,Corporate,Same Day,0.26,380001,331.72,3,146.25
6716,ORD06716,06-12-2024,07-12-2024,CUST0796,PROD993,Home Office,Same Day,0.22,462001,14,2,418.57
6717,ORD06717,20-10-2023,24-10-2023,CUST0587,PROD356,Consumer,First Class,0.23,781001,205.67,7,3319.08
6718,ORD06718,12-01-2024,13-01-2024,CUST0158,PROD580,Home Office,Standard Class,0.11,600001,477.84,4,145.23
6719,ORD06719,24-12-2023,31-12-2023,CUST0526,PROD175,Home Office,Same Day,0.19,110001,494.67,6,250.59
6720,ORD06720,31-10-2021,02-11-2021,CUST0131,PROD657,Home Office,Second Class,0.43,560001,366.6,1,353.7
6721,ORD06721,07-01-2021,10-01-2021,CUST0783,PROD764,Consumer,Second Class,0.37,160001,125.65,7,849.69
6722,ORD06722,22-10-2024,26-10-2024,CUST0440,PROD430,Home Office,Standard Class,0.31,751001,216.27,6,2777
6723,ORD06723,20-11-2024,21-11-2024,CUST0230,PROD149,Home Office,Second Class,0.22,600001,466.99,2,667.06
6724,ORD06724,10-09-2021,11-09-2021,CUST0115,PROD351,Corporate,First Class,0.07,400001,-32.92,5,1993.75
6725,ORD06725,29-08-2021,01-09-2021,CUST0228,PROD331,Consumer,Standard Class,0.38,411001,32.07,8,2647.32
6726,ORD06726,07-02-2024,13-02-2024,CUST0259,PROD526,Consumer,Same Day,0.48,600001,321.28,6,144.78
6727,ORD06727,07-07-2024,09-07-2024,CUST0668,PROD357,Home Office,Standard Class,0.36,781001,243.16,6,859.21
6728,ORD06728,15-08-2024,22-08-2024,CUST0303,PROD967,Corporate,Standard Class,0.43,781001,43.5,6,1004.97
6729,ORD06729,16-01-2024,19-01-2024,CUST0124,PROD391,Home Office,Same Day,0.12,452001,319.14,6,2753.15
6730,ORD06730,30-10-2024,03-11-2024,CUST0023,PROD643,Corporate,First Class,0.44,160001,318.05,3,655.17
6731,ORD06731,29-09-2023,30-09-2023,CUST0720,PROD529,Corporate,First Class,0.01,560001,-48.22,3,787.17
6732,ORD06732,19-08-2021,24-08-2021,CUST0760,PROD882,Corporate,Same Day,0.03,440001,34.8,4,495.64
6733,ORD06733,23-07-2021,24-07-2021,CUST0349,PROD815,Home Office,Standard Class,0.31,560001,349.3,6,2175.44
6734,ORD06734,26-03-2024,29-03-2024,CUST0721,PROD375,Home Office,Standard Class,0.08,302001,441.3,7,866.9
6735,ORD06735,09-06-2022,14-06-2022,CUST0578,PROD421,Consumer,Same Day,0.37,452001,104.7,9,3660.11
6736,ORD06736,12-04-2021,18-04-2021,CUST0483,PROD419,Consumer,Second Class,0.3,395001,234.82,6,1720.8
6737,ORD06737,12-01-2022,18-01-2022,CUST0041,PROD183,Corporate,Second Class,0.39,530001,441.02,6,2228.2
6738,ORD06738,05-07-2023,08-07-2023,CUST0302,PROD350,Corporate,Same Day,0.24,700001,239.5,8,1615.48
6739,ORD06739,19-03-2023,25-03-2023,CUST0570,PROD955,Corporate,Second Class,0.05,395001,448.74,6,1049.04
6740,ORD06740,12-06-2023,19-06-2023,CUST0581,PROD882,Consumer,Standard Class,0.3,800001,-49.38,9,3886.22
6741,ORD06741,31-12-2023,01-01-2024,CUST0075,PROD795,Consumer,First Class,0.44,462001,422.95,4,71.02
6742,ORD06742,03-06-2022,07-06-2022,CUST0650,PROD155,Consumer,First Class,0.48,395001,46.83,9,3833.39
6743,ORD06743,24-04-2021,29-04-2021,CUST0297,PROD647,Home Office,Standard Class,0.16,462001,200.18,5,1263.59
6744,ORD06744,20-11-2021,23-11-2021,CUST0525,PROD114,Home Office,Second Class,0.05,695001,432.46,7,2722.03
6745,ORD06745,13-07-2023,20-07-2023,CUST0393,PROD494,Corporate,Standard Class,0.49,560001,275.22,7,377.87
6746,ORD06746,07-08-2024,13-08-2024,CUST0065,PROD372,Home Office,Same Day,0.33,500001,295.86,5,1149.76
6747,ORD06747,30-12-2024,03-01-2025,CUST0480,PROD734,Consumer,Standard Class,0.26,781001,368.8,8,141.39
6748,ORD06748,04-04-2021,05-04-2021,CUST0428,PROD477,Consumer,Standard Class,0.44,530001,457.8,4,1573.5
6749,ORD06749,23-04-2023,30-04-2023,CUST0108,PROD617,Corporate,First Class,0.07,462001,250.36,7,2374.78
6750,ORD06750,20-05-2021,26-05-2021,CUST0647,PROD135,Consumer,First Class,0.38,800001,-20.58,4,592.68
6751,ORD06751,12-07-2023,13-07-2023,CUST0021,PROD221,Consumer,First Class,0.13,530001,58.06,9,2447.6
6752,ORD06752,16-04-2022,19-04-2022,CUST0562,PROD312,Consumer,First Class,0.27,411001,250.5,2,261.34
6753,ORD06753,11-01-2022,13-01-2022,CUST0565,PROD944,Consumer,Standard Class,0.11,110001,496.25,5,2137.35
6754,ORD06754,27-11-2022,30-11-2022,CUST0612,PROD552,Home Office,Same Day,0.28,781001,455.43,9,2605.51
6755,ORD06755,01-03-2024,07-03-2024,CUST0138,PROD512,Consumer,First Class,0.1,110001,227.61,9,1754.66
6756,ORD06756,08-02-2024,13-02-2024,CUST0026,PROD847,Home Office,First Class,0.11,751001,494.61,9,2024.41
6757,ORD06757,24-10-2023,31-10-2023,CUST0039,PROD832,Corporate,Standard Class,0.46,530001,312.42,2,220.27
6758,ORD06758,13-09-2023,16-09-2023,CUST0377,PROD776,Consumer,Same Day,0.22,462001,-11.53,7,1595.05
6759,ORD06759,11-05-2021,15-05-2021,CUST0649,PROD103,Consumer,Same Day,0.17,462001,122.19,2,269.8
6760,ORD06760,24-03-2024,26-03-2024,CUST0729,PROD960,Corporate,Same Day,0.24,462001,423.14,3,813.66
6761,ORD06761,29-10-2021,30-10-2021,CUST0407,PROD439,Consumer,Second Class,0.26,452001,80.4,6,2201.37
6762,ORD06762,28-02-2022,05-03-2022,CUST0668,PROD960,Consumer,Same Day,0.07,560001,194.57,2,176.81
6763,ORD06763,29-05-2021,05-06-2021,CUST0673,PROD987,Home Office,Standard Class,0.04,800001,-0.1,5,2324.85
6764,ORD06764,09-03-2023,15-03-2023,CUST0097,PROD215,Home Office,First Class,0.06,110001,31.12,2,429.43
6765,ORD06765,11-11-2024,18-11-2024,CUST0334,PROD241,Corporate,Second Class,0.26,411001,499.71,5,1371.01
6766,ORD06766,09-12-2022,15-12-2022,CUST0127,PROD852,Consumer,Same Day,0.06,380001,424.07,2,224.28
6767,ORD06767,04-08-2021,08-08-2021,CUST0651,PROD129,Home Office,Second Class,0.2,500001,273.31,4,1268.99
6768,ORD06768,31-07-2023,05-08-2023,CUST0105,PROD770,Corporate,Standard Class,0.4,411001,248.4,6,1633.66
6769,ORD06769,26-03-2023,27-03-2023,CUST0048,PROD484,Home Office,First Class,0.19,695001,245.79,1,196.24
6770,ORD06770,10-08-2023,11-08-2023,CUST0332,PROD187,Home Office,First Class,0.27,781001,3.79,4,1849.32
6771,ORD06771,15-03-2022,19-03-2022,CUST0037,PROD324,Consumer,Standard Class,0.04,500001,-24.63,6,2521.61
6772,ORD06772,23-01-2021,27-01-2021,CUST0722,PROD241,Home Office,Standard Class,0.44,380001,338.24,3,997.68
6773,ORD06773,11-03-2024,18-03-2024,CUST0345,PROD725,Consumer,Standard Class,0.44,395001,447.09,7,2319.14
6774,ORD06774,15-11-2023,22-11-2023,CUST0186,PROD256,Consumer,Same Day,0.46,781001,32.15,1,357.8
6775,ORD06775,17-11-2024,22-11-2024,CUST0022,PROD856,Consumer,Standard Class,0.3,800001,438.84,5,2307.61
6776,ORD06776,25-02-2023,02-03-2023,CUST0571,PROD720,Home Office,Standard Class,0.11,452001,284.24,6,2113.74
6777,ORD06777,28-12-2024,04-01-2025,CUST0296,PROD963,Home Office,Standard Class,0.43,751001,369.78,7,766.75
6778,ORD06778,25-10-2023,28-10-2023,CUST0082,PROD654,Home Office,Standard Class,0.19,302001,424.46,3,588.6
6779,ORD06779,31-01-2021,05-02-2021,CUST0208,PROD896,Home Office,Same Day,0.34,462001,62.64,9,3747.83
6780,ORD06780,09-02-2024,11-02-2024,CUST0793,PROD993,Consumer,Standard Class,0.12,462001,366.97,6,1317.11
6781,ORD06781,09-05-2023,10-05-2023,CUST0352,PROD622,Corporate,First Class,0.15,700001,153.93,1,446.01
6782,ORD06782,17-09-2021,19-09-2021,CUST0662,PROD464,Consumer,Standard Class,0.31,781001,149.25,6,1804.05
6783,ORD06783,01-10-2023,06-10-2023,CUST0264,PROD149,Home Office,Standard Class,0.17,302001,164.68,5,291.23
6784,ORD06784,12-11-2024,14-11-2024,CUST0733,PROD387,Corporate,First Class,0.43,781001,237.63,8,3762.68
6785,ORD06785,14-05-2024,19-05-2024,CUST0369,PROD928,Home Office,Second Class,0.3,781001,282.03,9,2383.7
6786,ORD06786,11-05-2021,14-05-2021,CUST0132,PROD162,Consumer,Standard Class,0.19,530001,15.98,1,373.9
6787,ORD06787,08-09-2024,09-09-2024,CUST0779,PROD788,Corporate,Same Day,0.23,440001,81.21,8,3828.3
6788,ORD06788,05-05-2022,11-05-2022,CUST0273,PROD138,Corporate,First Class,0.1,560001,206.64,8,2832.02
6789,ORD06789,25-06-2024,02-07-2024,CUST0253,PROD787,Corporate,Second Class,0.11,110001,97.93,3,510.36
6790,ORD06790,15-09-2024,19-09-2024,CUST0087,PROD221,Consumer,Second Class,0.1,411001,169.54,4,1626.37
6791,ORD06791,26-09-2021,30-09-2021,CUST0422,PROD844,Consumer,Second Class,0.25,452001,101.91,7,2520.89
6792,ORD06792,05-06-2023,07-06-2023,CUST0233,PROD146,Consumer,Second Class,0.2,530001,211.18,7,1333.84
6793,ORD06793,15-07-2024,18-07-2024,CUST0333,PROD635,Home Office,First Class,0.33,695001,217.94,3,1330.23
6794,ORD06794,10-03-2023,14-03-2023,CUST0769,PROD985,Corporate,Second Class,0.02,395001,252.8,8,2360.97
6795,ORD06795,03-04-2024,08-04-2024,CUST0758,PROD833,Consumer,Same Day,0.13,302001,85.1,2,63.09
6796,ORD06796,02-06-2023,03-06-2023,CUST0183,PROD156,Home Office,Standard Class,0.37,440001,290.74,5,1803.73
6797,ORD06797,11-12-2024,13-12-2024,CUST0641,PROD564,Home Office,Same Day,0.39,781001,85.37,6,287.92
6798,ORD06798,01-04-2022,08-04-2022,CUST0254,PROD733,Consumer,Standard Class,0.41,226001,45.48,2,750.86
6799,ORD06799,10-08-2021,11-08-2021,CUST0259,PROD211,Consumer,Second Class,0.41,700001,432.93,7,419.51
6800,ORD06800,31-03-2023,06-04-2023,CUST0343,PROD688,Consumer,Standard Class,0.04,462001,458.37,1,147.83
6801,ORD06801,24-03-2021,30-03-2021,CUST0236,PROD179,Home Office,Second Class,0.06,700001,439.42,9,1526.69
6802,ORD06802,24-05-2022,25-05-2022,CUST0769,PROD591,Corporate,First Class,0.47,226001,-14.4,2,487.36
6803,ORD06803,17-04-2021,22-04-2021,CUST0075,PROD577,Corporate,Second Class,0.31,400001,455.92,8,2636.18
6804,ORD06804,29-03-2024,03-04-2024,CUST0493,PROD844,Consumer,Same Day,0.09,500001,-23.54,7,496.73
6805,ORD06805,28-03-2022,03-04-2022,CUST0114,PROD578,Home Office,Standard Class,0.06,530001,415.3,1,117.14
6806,ORD06806,28-11-2023,30-11-2023,CUST0382,PROD267,Corporate,Standard Class,0.2,560001,304.14,3,1101.1
6807,ORD06807,04-03-2021,10-03-2021,CUST0563,PROD269,Home Office,Same Day,0.06,462001,445.7,1,487.92
6808,ORD06808,12-09-2022,15-09-2022,CUST0475,PROD417,Home Office,Same Day,0.38,800001,288.66,8,3994.06
6809,ORD06809,27-05-2024,30-05-2024,CUST0017,PROD631,Consumer,First Class,0.16,395001,369.43,2,78.71
6810,ORD06810,13-08-2024,15-08-2024,CUST0038,PROD235,Corporate,Same Day,0.09,452001,1.63,7,2170.05
6811,ORD06811,18-01-2022,22-01-2022,CUST0119,PROD482,Corporate,Same Day,0.14,530001,46.28,6,2657.79
6812,ORD06812,30-03-2023,04-04-2023,CUST0732,PROD383,Consumer,Same Day,0.43,700001,267.27,5,1174.37
6813,ORD06813,16-03-2024,21-03-2024,CUST0132,PROD720,Consumer,Same Day,0.04,462001,321.15,8,1683.93
6814,ORD06814,17-03-2022,18-03-2022,CUST0199,PROD947,Corporate,Second Class,0.05,695001,267.91,9,862.32
6815,ORD06815,24-02-2021,27-02-2021,CUST0555,PROD336,Consumer,Second Class,0.17,400001,377.5,8,522.41
6816,ORD06816,03-02-2023,08-02-2023,CUST0541,PROD162,Home Office,Second Class,0.4,751001,19.68,4,1543.07
6817,ORD06817,26-11-2021,30-11-2021,CUST0294,PROD143,Consumer,Same Day,0.02,560001,323.61,9,1331.37
6818,ORD06818,12-08-2024,13-08-2024,CUST0670,PROD210,Home Office,Same Day,0.31,781001,135.92,3,308.52
6819,ORD06819,22-04-2023,26-04-2023,CUST0785,PROD382,Consumer,Same Day,0.46,500001,292.08,9,410.86
6820,ORD06820,01-11-2024,03-11-2024,CUST0486,PROD819,Consumer,Same Day,0.48,751001,59.86,9,2537.31
6821,ORD06821,14-12-2021,18-12-2021,CUST0456,PROD326,Home Office,First Class,0.3,751001,259.93,1,315.63
6822,ORD06822,03-12-2021,08-12-2021,CUST0633,PROD812,Home Office,Standard Class,0.4,751001,299.93,6,1596.13
6823,ORD06823,10-09-2023,13-09-2023,CUST0740,PROD170,Consumer,Second Class,0.24,440001,-44.58,1,235.43
6824,ORD06824,28-04-2023,29-04-2023,CUST0008,PROD125,Consumer,Standard Class,0.23,452001,71.14,3,649.98
6825,ORD06825,14-04-2023,17-04-2023,CUST0709,PROD644,Home Office,Second Class,0.17,302001,389.96,6,1425.34
6826,ORD06826,26-09-2024,29-09-2024,CUST0171,PROD574,Home Office,Second Class,0.07,440001,78.76,8,339.76
6827,ORD06827,19-11-2024,25-11-2024,CUST0564,PROD391,Corporate,Second Class,0.33,560001,335.08,9,3666.43
6828,ORD06828,07-11-2024,13-11-2024,CUST0548,PROD364,Corporate,First Class,0.04,560001,-24.3,9,2873.47
6829,ORD06829,08-10-2021,12-10-2021,CUST0195,PROD300,Corporate,Same Day,0.36,411001,204.93,4,1383.48
6830,ORD06830,25-12-2023,01-01-2024,CUST0438,PROD212,Corporate,Second Class,0.42,560001,184.08,1,158.07
6831,ORD06831,16-10-2024,20-10-2024,CUST0651,PROD284,Home Office,Standard Class,0.5,110001,359.98,5,2132.8
6832,ORD06832,13-09-2021,15-09-2021,CUST0395,PROD108,Consumer,Same Day,0.15,781001,335.56,1,363.52
6833,ORD06833,26-06-2023,28-06-2023,CUST0605,PROD576,Home Office,First Class,0.31,110001,75.35,4,157.49
6834,ORD06834,06-06-2023,07-06-2023,CUST0301,PROD707,Home Office,Standard Class,0.41,380001,374.84,8,2766.39
6835,ORD06835,16-11-2021,20-11-2021,CUST0362,PROD453,Corporate,First Class,0.17,411001,261.51,4,1393.2
6836,ORD06836,08-11-2022,10-11-2022,CUST0279,PROD600,Home Office,Standard Class,0.14,695001,491.38,8,3964.51
6837,ORD06837,30-11-2023,02-12-2023,CUST0563,PROD346,Home Office,Standard Class,0.12,452001,235.47,4,433.87
6838,ORD06838,17-10-2022,21-10-2022,CUST0039,PROD849,Corporate,Second Class,0.28,751001,469.63,8,2031.24
6839,ORD06839,10-09-2022,12-09-2022,CUST0264,PROD586,Consumer,First Class,0.42,302001,79.26,6,1449.54
6840,ORD06840,07-01-2022,13-01-2022,CUST0372,PROD909,Home Office,First Class,0.25,751001,216.06,9,4261.48
6841,ORD06841,09-08-2023,13-08-2023,CUST0258,PROD185,Corporate,Same Day,0.25,560001,-23.68,4,1235.56
6842,ORD06842,19-09-2022,22-09-2022,CUST0496,PROD352,Home Office,First Class,0.27,500001,153.85,8,714.12
6843,ORD06843,05-12-2023,08-12-2023,CUST0724,PROD273,Corporate,Second Class,0.44,695001,358.39,5,2150.68
6844,ORD06844,10-11-2022,14-11-2022,CUST0020,PROD460,Home Office,Standard Class,0.35,452001,358.85,6,1448.5
6845,ORD06845,29-10-2021,30-10-2021,CUST0246,PROD634,Consumer,Standard Class,0.03,452001,45.84,6,2582.64
6846,ORD06846,07-07-2023,14-07-2023,CUST0643,PROD107,Home Office,First Class,0.06,380001,370.34,8,3221.33
6847,ORD06847,01-04-2022,06-04-2022,CUST0121,PROD683,Home Office,First Class,0.37,500001,333.37,8,3350.98
6848,ORD06848,22-01-2021,29-01-2021,CUST0780,PROD326,Consumer,Same Day,0.3,530001,68.28,8,2196.7
6849,ORD06849,14-08-2021,16-08-2021,CUST0510,PROD739,Corporate,Standard Class,0.04,411001,29.37,4,212.5
6850,ORD06850,24-07-2022,26-07-2022,CUST0742,PROD312,Home Office,Same Day,0.04,395001,356.86,1,128.38
6851,ORD06851,07-08-2021,09-08-2021,CUST0219,PROD880,Home Office,Same Day,0.06,400001,290.91,6,2527.11
6852,ORD06852,13-04-2022,17-04-2022,CUST0391,PROD889,Corporate,Same Day,0.46,411001,208.96,7,856.25
6853,ORD06853,06-03-2024,11-03-2024,CUST0367,PROD490,Corporate,Same Day,0.06,110001,119.28,7,2479.56
6854,ORD06854,04-04-2021,09-04-2021,CUST0123,PROD161,Corporate,Same Day,0.18,226001,281.97,4,1398
6855,ORD06855,06-01-2022,10-01-2022,CUST0613,PROD700,Corporate,Standard Class,0.3,781001,448.52,5,426.84
6856,ORD06856,15-03-2024,17-03-2024,CUST0046,PROD297,Home Office,Second Class,0.1,781001,443.63,9,2400.71
6857,ORD06857,29-05-2024,05-06-2024,CUST0360,PROD161,Consumer,Same Day,0.41,800001,284.41,7,3397.73
6858,ORD06858,31-12-2023,06-01-2024,CUST0586,PROD861,Corporate,First Class,0.37,560001,258.72,6,1888.06
6859,ORD06859,17-06-2024,19-06-2024,CUST0626,PROD451,Consumer,Same Day,0.12,400001,372.3,4,1812.44
6860,ORD06860,17-05-2022,21-05-2022,CUST0276,PROD181,Home Office,Same Day,0.45,380001,164.25,4,680.48
6861,ORD06861,18-07-2024,22-07-2024,CUST0554,PROD577,Consumer,Second Class,0.12,440001,385.01,8,3662.36
6862,ORD06862,23-10-2023,25-10-2023,CUST0103,PROD771,Consumer,Standard Class,0.46,226001,333.54,1,166.44
6863,ORD06863,16-05-2023,17-05-2023,CUST0523,PROD743,Corporate,First Class,0.2,160001,-49.03,1,316.12
6864,ORD06864,19-11-2024,21-11-2024,CUST0036,PROD757,Home Office,Standard Class,0.46,452001,428.94,8,819.84
6865,ORD06865,08-06-2022,14-06-2022,CUST0121,PROD890,Consumer,Same Day,0.5,462001,47.53,9,2335.18
6866,ORD06866,24-01-2024,27-01-2024,CUST0001,PROD418,Corporate,Second Class,0.37,462001,313.99,3,631.02
6867,ORD06867,17-06-2021,21-06-2021,CUST0512,PROD853,Consumer,Standard Class,0.31,560001,36.78,5,907.31
6868,ORD06868,10-07-2021,14-07-2021,CUST0360,PROD966,Consumer,Standard Class,0.19,226001,461.75,1,72.34
6869,ORD06869,24-11-2022,01-12-2022,CUST0634,PROD891,Consumer,Standard Class,0.34,452001,70.37,2,560.82
6870,ORD06870,10-11-2022,13-11-2022,CUST0424,PROD909,Corporate,First Class,0.2,560001,388.16,7,825.71
6871,ORD06871,17-12-2023,18-12-2023,CUST0430,PROD461,Corporate,Second Class,0.01,440001,461.44,7,3113.54
6872,ORD06872,18-04-2022,24-04-2022,CUST0324,PROD158,Consumer,Second Class,0.36,302001,129.67,4,716.07
6873,ORD06873,05-09-2022,11-09-2022,CUST0651,PROD268,Corporate,Same Day,0.32,462001,461.62,2,46.4
6874,ORD06874,10-10-2022,12-10-2022,CUST0722,PROD958,Corporate,First Class,0.06,411001,255.72,5,489.72
6875,ORD06875,07-11-2024,12-11-2024,CUST0527,PROD842,Home Office,First Class,0.43,395001,62.58,7,399.5
6876,ORD06876,26-10-2021,01-11-2021,CUST0431,PROD933,Consumer,Standard Class,0.39,110001,169.58,7,864.73
6877,ORD06877,30-03-2021,02-04-2021,CUST0043,PROD970,Consumer,Standard Class,0.17,700001,312.64,5,2252.01
6878,ORD06878,01-09-2022,02-09-2022,CUST0735,PROD593,Home Office,First Class,0.09,452001,121.85,2,587.11
6879,ORD06879,02-09-2022,03-09-2022,CUST0392,PROD442,Home Office,Second Class,0.33,160001,66.11,5,2295.87
6880,ORD06880,05-02-2021,10-02-2021,CUST0008,PROD941,Consumer,First Class,0.02,781001,199.55,5,1042.25
6881,ORD06881,16-02-2023,18-02-2023,CUST0322,PROD910,Home Office,Standard Class,0.4,751001,311.36,2,839.92
6882,ORD06882,13-07-2024,20-07-2024,CUST0573,PROD356,Corporate,Same Day,0.23,462001,-9,4,165.68
6883,ORD06883,12-03-2022,13-03-2022,CUST0751,PROD596,Home Office,First Class,0.25,395001,229.11,8,2719.44
6884,ORD06884,04-01-2022,08-01-2022,CUST0075,PROD395,Consumer,Same Day,0.1,530001,276.9,6,2786.18
6885,ORD06885,29-09-2022,04-10-2022,CUST0266,PROD919,Consumer,Standard Class,0.23,110001,192.45,7,159.3
6886,ORD06886,20-12-2024,22-12-2024,CUST0795,PROD590,Home Office,Same Day,0.28,462001,429.67,6,2216.03
6887,ORD06887,01-02-2022,02-02-2022,CUST0063,PROD975,Consumer,First Class,0.17,462001,98.55,8,3044.52
6888,ORD06888,12-01-2023,15-01-2023,CUST0471,PROD850,Home Office,First Class,0.14,781001,167.54,5,785.34
